"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
10C0001272,WATSON CLINIC ASC LLC DBA WATSON CLINIC SURGERY CENTER,1315 NORTH FLORIDA AVENUE,LAKELAND,FL,33805,,(863) 683-2268,97,3,0,98,93,6,1,96,89,9,2,95,90,7,3,95,3,1357,492,36,10/01/2024,09/30/2025
10C0001273,PORT ST LUCIE SURGERY CENTER LTD,1310 S. E. WEST STAR AVE,PORT ST LUCIE,FL,34952,,(772) 337-5200,99,1,0,99,94,5,1,96,92,7,1,97,90,8,2,96,3,627,229,37,10/01/2024,09/30/2025
10C0001276,LAKE CITY SURGERY CENTER LLC,208 SOUTHWEST PROSPERITY PL,LAKE CITY,FL,32024,,(386) 758-6094,96,3,1,98,90,7,3,93,90,6,4,95,84,12,4,92,3,1068,257,26,10/01/2024,09/30/2025
10C0001277,RIVERWALK ASC LLC,"8350 RIVERWALK PARK BLVD, STE. 4",FORT MYERS,FL,33919,,(239) 489-4909,97,3,0,98,95,4,1,97,91,6,3,96,89,6,5,94,3,754,360,48,10/01/2024,09/30/2025
10C0001280,SURGERY CENTER OF MELBOURNE,1401 SOUTH APOLLO BLVD,MELBOURNE,FL,32903,,(321) 802-5762,97,3,0,98,94,5,1,97,92,7,1,96,89,9,2,95,,2074,619,30,10/01/2024,09/30/2025
10C0001284,LAKESIDE SURGERY LTD,1825 N. MILLS AVE.,ORLANDO,FL,32803,,(407) 206-2375,92,7,1,95,85,12,3,91,79,14,7,91,83,12,5,92,3,1505,146,10,10/01/2024,09/30/2025
10C0001287,THE PALMETTO SURGERY CENTER,2140 W. 68 ST. STE. 102,HIALEAH,FL,33016,,(605) 512-8220,,,,,,,,,,,,,,,,,1,,,,,
10C0001288,NOVAMED SURGERY CENTER OF ORLANDO DBA DOWNTOWN SURGERY CENTER,801 NORTH ORANGE AVE SUITE 630,ORLANDO,FL,32801,,(407) 650-0051,97,2,1,98,92,6,2,95,88,10,2,95,85,12,3,94,3,1088,279,26,10/01/2024,09/30/2025
10C0001289,THE CLEARWATER ORTHOPAEDIC ASC LLC,2238 DREW ST,CLEARWATER,FL,33765,,(727) 724-5654,,,,,,,,,,,,,,,,,1,,,,,
10C0001291,CITRUS UROLOGY CENTER INC,3075 WEST GULF TO LAKE HWY,LECANTO,FL,34461,,(352) 527-0102,95,4,1,97,92,5,3,94,82,12,6,93,87,11,2,95,3,536,105,20,10/01/2024,09/30/2025
10C0001293,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,325 AVE B NW,WINTER HAVEN,FL,33881,,(469) 893-6573,97,3,0,98,91,7,2,95,88,11,1,95,91,7,2,96,,900,201,22,10/01/2024,09/30/2025
10C0001297,PHYSICIANS DAY SURGERY CENTER,850 111TH AVE NORTH,NAPLES,FL,34108,,(239) 596-2557,96,3,1,98,92,6,2,95,86,10,4,94,88,10,2,95,3,657,241,37,10/01/2024,09/30/2025
10C0001299,LAKE WORTH SURGICAL CENTER,7408 LAKE WORTH RD SUITE 900,LAKE WORTH,FL,33467,,(561) 433-5700,99,1,0,99,95,5,0,97,87,13,0,96,87,12,1,95,"3,10",307,42,14,10/01/2024,09/30/2025
10C0001300,OUTPATIENT SURGERY CENTER OF BOCA,950 NW 13TH ST,BOCA RATON,FL,33486,,(561) 391-7642,95,4,1,97,89,8,3,93,85,12,3,94,83,13,4,92,3,1400,353,25,10/01/2024,09/30/2025
10C0001302,TAMARAC SURGERY CENTER LLC DBA THE SURGERY CENTER OF FORT LAUDERDALE,4485 NORTH STATE RD 7,LAUDERDALE LAKES,FL,33319,,(954) 735-0096,93,6,1,96,85,11,4,91,75,18,7,90,76,18,6,89,,1295,176,14,10/01/2024,09/30/2025
10C0001303,MNH GI SURGICAL CENTER LLC,1101 N. MAITLAND AVE.,MAITLAND,FL,32751,,(407) 644-4222,97,3,0,98,91,7,2,95,91,8,1,96,89,11,0,96,,1281,224,17,10/01/2024,09/30/2025
10C0001304,BARDMOOR SURGERY CENTER LLC,"8787 BRYAN DIARY RD, # 300",LARGO,FL,33777,,(727) 394-6609,98,1,1,99,92,6,2,95,93,5,2,96,91,7,2,96,,2086,552,26,10/01/2024,09/30/2025
10C0001308,FORT MYERS SURGERY CENTER,13051 UNIVERSITY DR SUITE 102,FORT MYERS,FL,33907,,(239) 887-3608,97,3,0,98,88,9,3,92,86,11,3,94,82,15,3,93,,721,200,28,10/01/2024,09/30/2025
10C0001314,NORTH FLORIDA GI CENTER DBA NORTH FLORIDA ENDOSCOPY CENTER,6400 WEST NEWBERRY RD SUITE 201,GAINESVILLE,FL,32605,,(352) 333-5999,98,2,0,99,94,5,1,97,89,9,2,95,89,9,2,95,,1448,357,25,10/01/2024,09/30/2025
10C0001315,SOUTHEASTERN SURGERY CENTER,2000 CENTRE POINT BLVD.,TALLAHASSEE,FL,32308,,(850) 878-9992,96,4,0,98,90,9,1,95,82,17,1,93,82,16,2,93,"3,6",633,97,16,10/01/2024,09/30/2025
10C0001319,JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY,1610 BARRS ST SUITE B,JACKSONVILLE,FL,32204,,(904) 387-6750,97,3,0,98,91,7,2,94,89,8,3,95,85,10,5,93,,1237,232,19,10/01/2024,09/30/2025
10C0001321,MUSCULOSKELETAL AMBULATORY SURGERY CENTER INC,8000 STATE ROUTE 64 EAST SUITE 205,BRADENTON,FL,34212,,(941) 782-0101,98,1,1,98,92,7,1,96,93,7,0,98,94,6,0,98,3,501,126,25,10/01/2024,09/30/2025
10C0001322,THE GABLES SURGICAL CENTER,401 SOUTHWEST 42ND SUITE 201,MIAMI,FL,33134,,(305) 447-0882,96,4,0,98,94,4,2,96,91,9,0,97,82,17,1,94,"3,6",744,61,8,10/01/2024,09/30/2025
10C0001323,ARMENIA AMBULATORY SURGERY CENTER DBA MEDICAL VILLAGE SURGICAL CENTER,2333 WEST HILLSBOROUGH AVE SUITE 120,TAMPA,FL,33603,,(813) 871-9032,96,4,0,98,92,6,2,95,88,9,3,95,82,15,3,92,3,1862,283,15,10/01/2024,09/30/2025
10C0001324,TOTAL EYE CARE SURGERY CENTER INC,640 SOUTH LAKE ST SUITE 101,LEESBURG,FL,34748,,(352) 728-1952,99,1,0,100,94,4,2,96,92,6,2,96,90,10,0,97,6,341,95,28,10/01/2024,09/30/2025
10C0001325,MANATEE SURGICAL CENTER LLC,601 MANATEE AVE. WEST,BRADENTON,FL,34205,,(941) 745-2727,98,2,0,99,92,6,2,95,91,7,2,96,89,9,2,95,,6109,2306,38,10/01/2024,09/30/2025
10C0001326,EYE CENTER OF NORTH FLORIDA DBA THE LASER AND SURGERY CENTER,2500 MARTIN LUTHER KING JR BLVD,PANAMA CITY,FL,32405,,(850) 784-3937,97,3,0,98,89,9,2,94,90,7,3,95,88,10,2,95,3,418,123,29,10/01/2024,09/30/2025
10C0001327,BAPTIST MEDICAL PARK SURGERY CENTER LLC,9400 UNIVERSITY PKWY SUITE 102,PENSACOLA,FL,32514,,(850) 208-6306,98,2,0,99,94,4,2,96,92,7,1,97,90,8,2,95,,2249,613,27,10/01/2024,09/30/2025
10C0001331,WESTON OUTPATIENT SURGICAL CENTER,2229 NORTH COMMERCE PARKWAY,WESTON,FL,33326,,(954) 703-3000,98,2,0,99,91,6,3,94,89,10,1,96,86,11,3,94,,1923,359,19,10/01/2024,09/30/2025
10C0001332,LASER AND SURGERY CENTER OF THE PALM BEACHES,3602 KYOTO GARDENS DR,PALM BEACH GARDENS,FL,33410,,(561) 799-3388,96,3,1,98,89,8,3,93,89,9,2,95,88,9,3,95,,1084,321,30,10/01/2024,09/30/2025
10C0001333,FLORIDA ENDOSCOPY AND SURGERY CENTER LLC,12900 CORTEZ BLVD. STE. 103,BROOKSVILLE,FL,34613,,(352) 596-1145,98,2,0,99,93,6,1,96,92,6,2,96,88,9,3,95,3,641,231,36,10/01/2024,09/30/2025
10C0001334,GAINESVILLE FL ORTHOPAEDIC ASC LLC DBA ORTHOPAEDIC SURGERY CENTER,4600 WEST NEWBERRY RD,GAINESVILLE,FL,32607,,(352) 367-2310,98,2,0,99,94,5,1,97,95,4,1,97,91,7,2,96,,1869,631,34,10/01/2024,09/30/2025
10C0001335,SURGERY CENTER OF WESTON LLC,2300 N COMMERCE PKWY STE. 206,WESTON,FL,33326,,(954) 986-7079,96,4,0,98,91,7,2,95,85,10,5,94,81,15,4,92,3,467,107,23,10/01/2024,09/30/2025
10C0001336,GULF COAST ENDOSCOPY CENTER,7152 COCA SABAL LANE,FORT MYERS,FL,33908,,(239) 985-0215,97,3,0,98,94,5,1,97,90,8,2,96,90,7,3,95,,2282,951,42,10/01/2024,09/30/2025
10C0001339,BAYVIEW SURGERY CENTER,2800 BAHIA VISTA ST SUITE 300,SARASOTA,FL,34239,,(941) 373-9808,95,3,2,97,87,9,4,92,79,17,4,92,86,13,1,95,,758,158,21,10/01/2024,09/30/2025
10C0001340,ADULT AND CHILDREN'S SURGERY CENTER OF SW FL,5238 MASON CORBIN CT,FORT MYERS,FL,33907,,(239) 936-9700,97,2,1,98,92,6,2,95,82,13,5,92,73,21,6,88,3,860,234,27,10/01/2024,09/30/2025
10C0001341,LASER AND SURGICAL SERVICES AT CENTER FOR SIGHT LLC,2601 SOUTH TAMIAMI TRAIL,SARASOTA,FL,34239,,(941) 925-2020,97,3,0,99,89,9,2,94,85,13,2,95,84,14,2,94,,1015,337,33,10/01/2024,09/30/2025
10C0001342,SUNCOAST ENDOSCOPY CENTER,3621 EAST FOREST DR,INVERNESS,FL,34453,,(352) 637-2787,97,3,0,98,91,7,2,95,91,7,2,95,89,9,2,95,3,1968,647,33,10/01/2024,09/30/2025
10C0001345,GULF COAST ENDOSCOPY CENTER OF VENICE LLC,1220 E. VENICE AVE,VENICE,FL,34285,,(941) 484-5000,98,2,0,99,90,8,2,94,94,4,2,97,88,10,2,95,3,842,177,21,10/01/2024,09/30/2025
10C0001346,ENDOSURG OUTPATIENT CENTER LLC,13838 U.S. HWY 441,LADY LAKE,FL,32159,,(352) 323-8868,95,5,0,98,92,4,4,94,89,9,2,95,80,17,3,92,"3,6",458,69,15,10/01/2024,09/30/2025
10C0001347,ST MICHAELS SURGERY CENTER,1018 WEST BAY DR,LARGO,FL,33770,,(727) 585-2200,95,5,0,98,89,9,2,93,88,7,5,94,87,11,2,95,"3,6",399,53,13,10/01/2024,09/30/2025
10C0001349,JACKSONVILLE BEACH SURGERY CENTER LLC,"3316 SOUTH 3RD ST, STE. 200",JACKSONVILLE BEACH,FL,32250,,(904) 493-4000,96,4,0,98,92,6,2,95,90,9,1,96,86,13,1,95,3,1238,311,25,10/01/2024,09/30/2025
10C0001350,BAPTIST HEALTH ENDOSCOPY CENTER AT FLAGLER,1117 NORTH OLIVE AVENUE SUITE 201,WEST PALM BEACH,FL,33401,,(561) 327-7492,93,6,1,96,92,7,1,95,91,7,2,96,87,8,5,93,3,518,102,20,10/01/2024,09/30/2025
10C0001352,COLLIER ENDOSCOPY AND SURGERY CENTER,3439 PINE RIDGE RD,NAPLES,FL,34109,,(239) 260-7324,94,5,1,97,86,10,4,91,78,17,5,91,74,21,5,89,3,761,116,15,10/01/2024,09/30/2025
10C0001354,LEE HEALTHCARE INVESTMENTS LLC DBA LEE HEALTH UROLOGY SURGERY CENTER,12631 WHITEHALL DRIVE,FORT MYERS,FL,33907,,(239) 343-9000,98,2,0,99,88,8,4,92,91,8,1,96,92,8,0,97,3,397,127,33,10/01/2024,09/30/2025
10C0001355,WESTSIDE OUTPATIENT CENTER LLC,460 N. STATE RD. 7,ROYAL PALM BEACH,FL,33411,,(561) 792-7333,97,3,0,98,92,7,1,95,88,10,2,95,86,12,2,95,3,1332,366,27,10/01/2024,09/30/2025
10C0001356,SARASOTA AMBULATORY SURGERY CENTER,2921 PROCTOR RD,SARASOTA,FL,34231,,(941) 870-1872,96,3,1,98,92,6,2,95,82,13,5,92,75,20,5,89,3,764,226,30,10/01/2024,09/30/2025
10C0001358,KISSIMMEE ENDOSCOPY CENTER,715 OAK COMMMONS BLVD,KISSIMMEE,FL,34741,,(407) 931-2816,95,4,1,97,91,7,2,94,86,11,3,94,83,14,3,92,,1859,391,21,10/01/2024,09/30/2025
10C0001360,JUPITER OUTPATIENT SURGERY CENTER LLC,"2055 MILITARY TRAIL, SUITE 100",JUPITER,FL,33458,,(561) 741-1705,98,2,0,99,94,4,2,96,92,6,2,95,91,6,3,96,3,795,235,30,10/01/2024,09/30/2025
10C0001362,DESTIN SURGERY CENTER LLC,1225 AIRPORT ROAD,DESTIN,FL,32541,,(850) 650-7606,99,1,0,99,94,5,1,97,93,7,0,97,94,5,1,98,,805,252,31,10/01/2024,09/30/2025
10C0001363,DOCTORS GI PARTNERSHIP LTD DBA HEALTH FIRST SURGERY CENTER AT BABCOCK,5191 BABCOCK STREET NORTHEAST,PALM BAY,FL,32905,,(321) 434-1919,98,2,0,99,95,4,1,97,93,6,1,97,92,5,3,96,,1045,307,29,10/01/2024,09/30/2025
10C0001364,FLORIDA ORTHOPAEDIC INSTITUTE SURGERY CENTER LLC,13060 N. TELECOM PARKWAY,TEMPLE TERRACE,FL,33637,,(813) 972-4905,96,4,0,98,87,11,2,93,86,14,0,94,83,16,1,94,3,577,113,20,10/01/2024,09/30/2025
10C0001366,NORTH PINELLAS SURGERY CENTER,2323 CURLEW RD BUILDING 5,DUNEDIN,FL,34698,,(727) 771-8333,97,2,1,98,92,7,1,96,91,8,1,96,90,9,1,96,,1269,328,26,10/01/2024,09/30/2025
10C0001367,CENTER FOR DIGESTIVE ENDOSCOPY,1817 NORTH MILLS AVE,ORLANDO,FL,32803,,(407) 241-3221,94,5,1,97,93,5,2,95,86,10,4,94,85,11,4,93,,2172,514,24,10/01/2024,09/30/2025
10C0001371,CHARLOTTE ENDOSCOPIC SURGERY CENTER LLC DBA CHARLOTTE ENDOSCOPIC SURGERY CENTER,23970 SUNCOAST BLVD,PORT CHARLOTTE,FL,33908,,(947) 625-3636,96,3,1,98,91,7,2,94,83,13,4,93,80,17,3,92,,966,370,38,10/01/2024,09/30/2025
10C0001372,GLADIOLUS SURGERY CENTER LLC,7431 GLADIOLUS DR.,FORT MYERS,FL,33908,,(239) 689-7000,97,3,0,98,92,7,1,95,86,11,3,94,82,15,3,92,3,918,350,38,10/01/2024,09/30/2025
10C0001373,WEST COAST ENDOSCOPY CENTER,616 E ST,CLEARWATER,FL,33756,,(727) 447-0888,94,5,1,97,92,5,3,95,84,13,3,93,81,15,4,91,3,841,299,36,10/01/2024,09/30/2025
10C0001377,OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC DBA ORLANDO OPHTHALMOLOGY SURGERY CENTER,105 BONNIE LOCH CT,ORLANDO,FL,32806,,(407) 428-0040,95,4,1,97,91,7,2,94,81,16,3,92,80,19,1,93,,871,239,27,10/01/2024,09/30/2025
10C0001378,SUNCOAST ENDOSCOPY OF SARASOTA LLC,2089 HAWTHORNE ST SUITE 100,SARASOTA,FL,34239,,(941) 952-1145,97,3,0,99,94,5,1,97,92,7,1,96,90,8,2,96,3,813,327,40,10/01/2024,09/30/2025
10C0001380,LIVE OAK ENDOSCOPY CENTER LLC,275 18TH ST SUITE 101,VERO BEACH,FL,32960,,(772) 299-5005,97,3,0,98,93,5,2,95,90,7,3,95,89,8,3,94,3,700,189,27,10/01/2024,09/30/2025
10C0001382,PALM ENDOSCOPY CENTER,"623 MAITLAND AVE, SUITE 1100",ALTAMONTE SPRINGS,FL,32701,,(407) 478-0871,98,2,0,99,94,5,1,97,93,6,1,97,91,7,2,96,,6650,1387,21,10/01/2024,09/30/2025
10C0001385,LARGO AMBULATORY SURGERY CENTER LLC,148 13TH ST SW,LARGO,FL,33770,,(727) 450-3030,95,4,1,97,85,10,5,90,88,6,6,93,81,13,6,91,3,1344,253,19,10/01/2024,09/30/2025
10C0001387,SURGERY CENTER OF AVENTURA LTD,"20601 EAST DIXIE HWY, SUITE 400",AVENTURA,FL,33180,,(305) 792-0323,96,3,1,98,93,6,1,96,87,7,6,94,83,12,5,92,3,1237,260,21,10/01/2024,09/30/2025
10C0001388,KENDALL ENDOSCOPY CENTER,7875 SOUTHWEST 104 ST #201,MIAMI,FL,33156,,(305) 270-7572,96,3,1,98,93,5,2,95,89,8,3,95,86,10,4,94,,2159,365,17,10/01/2024,09/30/2025
10C0001389,JACKSONVILLE ENDOSCOPY CENTERS LLC DBA JACKSONVILLE CENTER FOR ENDOSCOPY SOUTHSIDE,4800 BELFORT RD,JACKSONVILLE,FL,32256,,(904) 265-4801,97,3,0,98,91,7,2,94,91,8,1,96,89,10,1,96,,1753,309,18,10/01/2024,09/30/2025
10C0001390,CORAL GABLES SURGERY CENTER,"2645 DOUGLAS RD, SUITE 400",MIAMI,FL,33133,,(305) 461-3229,96,3,1,98,92,6,2,95,89,8,3,95,83,11,6,91,,1337,212,16,10/01/2024,09/30/2025
10C0001391,GROVE PLACE SURGERY CENTER LLC,"1325 36TH ST, STE. B",VERO BEACH,FL,32960,,(772) 778-3113,99,1,0,99,94,4,2,96,92,7,1,96,92,7,1,97,3,573,233,41,10/01/2024,09/30/2025
10C0001392,CENTER FOR ENDOSCOPY INC,3325 SOUTH TAMIAMI TRAIL SUITE 100,SARASOTA,FL,34239,,(941) 552-3480,98,2,0,99,92,7,1,95,92,7,1,96,90,8,2,96,,1258,422,34,10/01/2024,09/30/2025
10C0001395,THE SURGICAL CENTER OF THE TREASURE COAST,9075 SOUTH FEDERAL HWY,PORT ST. LUCIE,FL,34952,,(772) 398-9898,99,1,0,99,92,6,2,95,95,4,1,97,91,8,1,96,3,651,273,42,10/01/2024,09/30/2025
10C0001396,UPDEGRAFF VISION LASER AND SURGERY CENTER,1601 38TH AVE N,ST PETERSBURG,FL,33713,,(727) 822-4287,97,2,1,98,90,8,2,94,86,11,3,94,86,11,3,94,3,564,170,30,10/01/2024,09/30/2025
10C0001397,SURGERY CENTER OF VOLUSIA LLC,"3635  S. CLYDE MORRIS BLVD., STE. 500",PORT ORANGE,FL,32129,,(386) 760-8151,98,2,0,99,94,5,1,97,92,7,1,97,91,7,2,96,,2859,1079,38,10/01/2024,09/30/2025
10C0001400,MIAMI SURGICAL CENTER,7600 SOUTHWEST AVE SUITE 200,MIAMI,FL,33173,,(305) 595-2414,96,3,1,98,90,7,3,94,86,10,4,93,83,14,3,92,3,2244,284,13,10/01/2024,09/30/2025
10C0001401,TRINITY SURGERY CENTER LLC DBA BAYCARE SURGERY CENTER,2020 TRINITY OAKS BLVD,TRINITY,FL,34667,,(727) 372-4055,98,2,0,99,94,5,1,96,95,4,1,97,94,5,1,97,,1537,437,28,10/01/2024,09/30/2025
10C0001404,THE SURGERY AND ENDOSCOPY CENTER LLC,3201 PHYSICIANS WAY,SEBRING,FL,33870,,(863) 471-0786,93,4,3,95,92,6,2,95,87,10,3,93,85,10,5,92,"3,10",352,49,14,10/01/2024,09/30/2025
10C0001405,LARGO ENDOSCOPY CENTER LP,"7300 BRYAN DAIRY RD, STE. 495",LARGO,FL,33777,,(727) 451-6780,98,2,0,99,93,5,2,95,89,8,3,96,90,9,1,96,3,773,198,26,10/01/2024,09/30/2025
10C0001406,AESCULAPIAN SURGERY CENTER LLC DBA INTERCOASTAL MEDICAL GROUP AMBULATORY SURGERY CENTER,3333 CATTLEMEN RD SUITE 100,SARASOTA,FL,34232,,(941) 379-5884,98,2,0,99,92,6,2,95,89,9,2,95,86,10,4,94,,1478,548,37,10/01/2024,09/30/2025
10C0001407,PANAMA CITY SURGERY CENTER,1800 JENKS AVE,PANAMA CITY,FL,32405,,(850) 769-3191,97,3,0,98,95,4,1,97,92,5,3,96,90,8,2,96,3,965,275,28,10/01/2024,09/30/2025
10C0001413,WIREGRASS RANCH ASC HOLDINGS DBA WIREGRASS RANCH AMBULATORY SURGERY CENTER,14547 BRUCE B. DOWNS BLVD,TAMPA,FL,33613,,(813) 978-1494,93,6,1,96,89,9,2,93,80,16,4,92,76,20,4,90,3,930,252,27,10/01/2024,09/30/2025
10C0001414,ORLANDO FL ENDOSCOPY ASC LLC DBA CITRUS AMBULATORY SURGERY CENTER,2861 SOUTH DELANEY AVE SUITE B,ORLANDO,FL,32806,,(407) 472-5095,95,4,1,97,90,8,2,94,84,12,4,93,80,16,4,91,,6817,1205,18,10/01/2024,09/30/2025
10C0001415,BAYSIDE AMBULATORY CENTER LLC,3641 SOUTH MIAMI AVE,MIAMI,FL,33133,,(305) 854-3636,96,3,1,97,90,8,2,94,86,10,4,94,82,14,4,92,3,1791,309,17,10/01/2024,09/30/2025
10C0001416,EYE SURGERY CENTER OF SAINT AUGUSTINE INC,1400 US HWY 1 SOUTH,ST AUGUSTINE,FL,32084,,(904) 829-2286,99,1,0,99,93,6,1,96,89,8,3,95,91,8,1,97,3,466,168,36,10/01/2024,09/30/2025
10C0001418,THE SURGERY CENTER AT JENSEN BEACH LLC,3995 NW GOLDENROD RD,JENSEN BEACH,FL,34957,,(772) 497-0020,97,3,0,98,90,7,3,94,89,8,3,95,88,10,2,95,,619,228,37,10/01/2024,09/30/2025
10C0001422,ADVANCED EYE SURGERY CENTER LLC,2500 US HWY 1,VERO BEACH,FL,32960,,(772) 299-1404,98,2,0,99,91,7,2,95,94,5,1,97,92,7,1,97,3,654,226,35,10/01/2024,09/30/2025
10C0001423,VILLAGES ENDOSCOPY AND SURGICAL CENTER LLC,10900 SE 174TH PL RD,SUMMERFIELD,FL,34491,,(352) 245-7427,97,3,0,98,90,8,2,94,86,11,3,94,85,12,3,94,,1231,478,39,10/01/2024,09/30/2025
10C0001425,NAPLES EYE SURGERY CENTER,1890 SW HEALTH PKWY SUITE 105,NAPLES,FL,34109,,(239) 598-3653,95,4,1,97,90,7,3,93,80,13,7,92,74,23,3,90,"3,10",89,33,37,10/01/2024,09/30/2025
10C0001428,SOUTH FLORIDA AMBULATORY SURGICAL CENTER LLC,6110 SOUTHWEST 70TH ST,SOUTH MIAMI,FL,33143,,(305) 662-3100,95,4,1,97,90,8,2,94,80,14,6,92,77,18,5,90,,1466,212,14,10/01/2024,09/30/2025
10C0001429,LAKE MARY SURGERY CENTER LLC,460 ST CHARLES CT,LAKE MARY,FL,32746,,(407) 585-0260,97,3,0,99,93,6,1,96,88,11,1,95,85,11,4,93,3,1276,363,29,10/01/2024,09/30/2025
10C0001430,PARK PL SURGERY CENTER LLC,2450 MAITLAND CNETER PARKWAY SUITE 100,MAITLAND,FL,32751,,(407) 875-0296,97,2,1,98,92,6,2,95,83,14,3,93,80,16,4,91,3,1409,217,15,10/01/2024,09/30/2025
10C0001431,SURGERY CENTER OF ATLANTIS LLC,5645 SOUTH MILITARY TRAIL,LAKE WORTH,FL,33463,,(561) 964-3966,97,3,0,98,93,6,1,96,91,8,1,96,88,9,3,94,3,2181,592,27,10/01/2024,09/30/2025
10C0001432,LAKELAND REGIONAL HEALTH SURGERY CENTER LLC,818 GRIFFIN ROAD,LAKELAND,FL,33805,,(863) 687-0566,96,3,1,98,91,7,2,95,84,13,3,93,83,13,4,93,,2853,911,32,10/01/2024,09/30/2025
10C0001433,BAYONET POINT SURGERY CENTER LTD,14104 YOSEMITE DR,HUDSON,FL,34667,,(727) 869-5040,98,2,0,99,91,6,3,94,92,7,1,96,92,5,3,96,3,781,309,40,10/01/2024,09/30/2025
10C0001434,MILLENIA SURGERY CENTER,4901 SOUTH VINELAND RD #150,ORLANDO,FL,32811,,(407) 370-3272,93,6,1,96,89,9,2,94,83,12,5,92,78,15,7,89,3,5708,554,10,10/01/2024,09/30/2025
10C0001435,EYE SURGERY AND LASER CENTER,5030 US HWY 27 NORTH,SEBRING,FL,33870,,(863) 385-1074,97,3,0,98,89,9,2,94,88,10,2,95,87,10,3,94,,2342,825,35,10/01/2024,09/30/2025
10C0001440,THE TAMPA FL ENDOSCOPY ASC LLC DBA TAMPA BAY ENDOSCOPY,4809 NORTH ARMENIA AVE SUITE 100,TAMPA,FL,33603,,(813) 872-9310,94,5,1,96,90,8,2,94,82,13,5,92,78,17,5,90,,9558,1234,13,10/01/2024,09/30/2025
10C0001442,TAMPA BAY SURGERY CENTER LTD,2727 W. DR. MARTIN LUTHER KING JR. BLVD,TAMPA,FL,33607,,(813) 357-5900,98,2,0,99,87,9,4,91,82,17,1,95,75,18,7,89,"3,10",205,29,14,10/01/2024,09/30/2025
10C0001444,ROCKLEDGE FL ENDOSCOPY ASC LLC,"1974 ROCKLEDGE BLVD, SUITE 102",ROCKLEDGE,FL,32955,,(321) 504-4440,97,3,0,99,96,4,0,98,94,5,1,97,93,5,2,96,,2180,766,35,10/01/2024,09/30/2025
10C0001448,ALLIANCE SURGICAL CENTER LLC,917 RINEHART RD SUITE 1001,LAKE MARY,FL,32746,,(407) 708-5383,98,2,0,99,93,5,2,96,90,9,1,96,90,9,1,96,3,1250,290,23,10/01/2024,09/30/2025
10C0001449,PORT ORANGE ENDOSCOPY AND SURGERY CENTER,1185 DUNLAWTON AVE SUITE 100,PORT ORANGE,FL,32127,,(386) 672-0017,98,2,0,99,95,4,1,97,90,9,1,96,89,8,3,95,,1830,585,32,10/01/2024,09/30/2025
10C0001451,DOCTORS OUTPATIENT SURGERY CENTER LLC,1005 CROSSPOINTE DR. # 2,NAPLES,FL,34110,,(239) 566-5748,99,1,0,99,92,8,0,96,82,17,1,95,85,15,0,95,"3,6",728,68,10,10/01/2024,09/30/2025
10C0001453,SOUTH BROWARD ENDOSCOPY,11011 SHERIDAN ST SUITE 106,COOPER CITY,FL,33026,,(954) 450-8312,97,2,1,98,92,6,2,95,88,10,2,95,86,11,3,93,3,4209,823,20,10/01/2024,09/30/2025
10C0001456,SEVEN HILLS SURGERY CENTER LLC,2010 FLEISCHMANN RD,TALLAHASSEE,FL,32308,,(850) 552-0608,95,5,0,98,93,7,0,96,89,10,1,96,87,12,1,96,3,641,150,24,10/01/2024,09/30/2025
10C0001457,TALLAHASSEE NEUROSURGERY PAIN MGMT DBA TALLAHASSEE MEMORIAL CTR FOR PAIN MGMT,2824 MAHAN DRIVE SUITE 2,TALLAHASSEE,FL,32308,,(850) 558-1270,95,5,0,98,91,7,2,95,93,3,4,95,96,3,1,99,"3,6",442,68,16,10/01/2024,09/30/2025
10C0001458,CLERMONT AMBULATORY SURGICAL CENTER,"255 CITRUS TOWER BLVD, SUITE 100",CLERMONT,FL,34711,,(352) 536-6340,96,4,0,98,92,7,1,96,86,14,0,96,90,10,0,97,3,560,126,23,10/01/2024,09/30/2025
10C0001459,CENTRAL FLORIDA ENDOSCOPY AND SURGICAL INSTITUTE OF OCALA LLC,3256 S. PINE AVE,OCALA,FL,34471,,(352) 401-1919,93,6,1,96,85,11,4,91,78,15,7,90,71,22,7,87,3,1107,150,14,10/01/2024,09/30/2025
